key,en,pl
hubert_anti_medium_1_1,"Seems like the poison is gone. #1.80 Thanks, I guess.","Wygląda na to, że trucizna minęła. #1.80 Dzięki, chyba."
hubert_anti_medium_2_1,"Seems like the poison is gone. #1.80 Thanks, I guess.","Wygląda na to, że trucizna minęła. #1.80 Dzięki, chyba."
hubert_anti_medium_3_1,"Seems like the poison is gone. #2.00 Thanks, I guess.","Wygląda na to, że trucizna minęła. #2.00 Dzięki, chyba."
hubert_anti_bummed_1_1,"Mmm, I feel alright now. Kind of.  #3.00 Where were we?  #4.00 Ah yes. This tedious friendship.","Mmm, czuję się już w porządku. Jakoś tam.  #3.00 No i na czym to stanęliśmy?  #4.00 A tak. Ta żmudna przyjaźń."
hubert_anti_bummed_2_1,"Mmm, I feel alright now. Kind of.  #3.00 Where were we?  #4.00 Ah yes. This tedious friendship.","Mmm, czuję się już w porządku. Jakoś tam.  #3.00 No i na czym to stanęliśmy?  #4.00 A tak. Ta żmudna przyjaźń."
hubert_anti_bummed_3_1,"Mmm, I feel alright now. Kind of.  #2.80 Where were we?  #3.70 Ah yes. This tedious friendship.","Mmm, czuję się już w porządku. Jakoś tam.  #2.80 No i na czym to stanęliśmy?  #3.70 A tak. Ta żmudna przyjaźń."
hubert_anti_angry_1_1,Thanks. #0.80 But that doesn't mean we're friends now.,"Dzięki. #0.80 Ale to nie znaczy, że teraz jesteśmy przyjaciółmi."
hubert_anti_angry_2_1,Thanks. #0.80 But that doesn't mean we're friends now.,"Dzięki. #0.80 Ale to nie znaczy, że teraz jesteśmy przyjaciółmi."
hubert_anti_angry_3_1,Thanks. #0.80 But that doesn't mean we're friends now.,"Dzięki. #0.80 Ale to nie znaczy, że teraz jesteśmy przyjaciółmi."
hubert_anti_angry_4_1,Thanks. #0.80 But that doesn't mean we're friends now.,"Dzięki. #0.80 Ale to nie znaczy, że teraz jesteśmy przyjaciółmi."
hubert_anti_angry_5_1,Thanks. #0.80 But that doesn't mean we're friends now.,"Dzięki. #0.80 Ale to nie znaczy, że teraz jesteśmy przyjaciółmi."
hubert_speed_1_1,Thanks for the energy drink!,Dzięki za napój energetyczny!
hubert_speed_2_1,Thanks for the energy drink!,Dzięki za napój energetyczny!
hubert_speed_3_1,Thanks for the energy drink!,Dzięki za napój energetyczny!
hubert_speed_4_1,Thanks for the energy drink!,Dzięki za napój energetyczny!
hubert_speed_5_1,Thanks for the energy drink!,Dzięki za napój energetyczny!
hubert_strong_1_1,Mmmm. Tasty. #1.50 I feel super strong now!,Mmm. Pyszne. #1.50 Czuję się teraz strasznie silny!
hubert_strong_2_1,Mmmm. Tasty. #1.40 I feel super strong now!,Mmm. Pyszne. #1.40 Czuję się teraz strasznie silny!
hubert_strong_3_1,Mmmm. Tasty. #1.10 I feel super strong now!,Mmm. Pyszne. #1.10 Czuję się teraz strasznie silny!
